content,sentiment
1 month ahaha dunno tomorrow lmao cause went today freakin filipino parents aha,neutral
holy smokes star trek freaking awesomeeeee,happiness
awesomeam headin nite grad dinner c u boi hehe,fun
aubrey know speek lot fans say miss seing tv hope seeing,sadness
just fyi turkish star wars rip,neutral
uhhh bring matthew keren seen,neutral
listening david archuleta album amazing,love
add dunkin donuts menu,neutral
watching maxium 100 look beautiful like girls,worry
sounds good cleaning cynics orders haha good night talk tomorrow,happiness
chillaxin workman screwed,worry
cambs better im sure eeeeeeeeee week meeting sunday,relief
good weekend sigh man like boy,love
know sucks,love
love boy makes happy looks sexiest plain black boxers p,love
oh outside glad didnt melt,happiness
going bed goodnight xox,relief
musicmonday happy star wars day celebrate joining,love
u feeling urself u say hi likey u,hate
hahaha ily ashley ur like best world,happiness
ughh miley creature song infested brain,hate
,love
bgt ooooh tooo weird,worry
class till 12 wishing rain away,worry
beautiful day northwest river park mothers day movie night church tomorrow going insane wait,happiness
hear think layout lol ive trying dont know long,love
lol bad hes taken,love
happy mothers day sent msg mom got phone wish day live city care,worry
watching girlfriend showe lime green towel im bad mohawk kidd,hate
ur right dont reason early im sure niece room hrs botherin,neutral
having impromptu pool party dont know swim,worry
know sunshine did wonderful today alright day text twitterers,happiness
mint choc ice cream whilst studyingnow thats good,happiness
totally agree theres way avoid,neutral
ill doing actually composite film want real rain let know,neutral
great weekend hanging nick amp brendon church morning believe loretta won mothers day raffle,happiness
got replacement phone text messages history gone sad,worry
best life mcfly rocks world wanna meet guys,happiness
zzzz im taking mom breakfast tomorrow shall quite treat,love
hi charlie thank following nice know theres ollmann new world,happiness
gonna watch shorty street amp prison break marathon bed maybe nobodies texting,surprise
say goodnight good morning,surprise
gonna hot today today ryans day prek believe ive sahm,love
listening lily allens album quite good,love
got rad new tshirt aunt cool shiny shiny pink material,happiness
haha happy star wars day quotmay 4th youquot clever,fun
aww sucks,hate
putt 30 yards longer hit driver,worry
ough shower toes feel horrible socks think bit wet,worry
bb,neutral
sounds like theres party street guess forgot invite,sadness
going fail art final fml far worst semester life school wise best,sadness
moving hard work night house grew,worry
did dohaha just wash feet bedmommas boy,happiness
sitting quiet house,sadness
hey talinda tyler slept night nephew 4 yrs old stopped naps age 3,neutral
ok im stuck bored ill,sadness
ay buti pa kayo uy thank,happiness
lmaoummmm,happiness
12seconds friday night update left city,neutral
says im tutoring cousin,neutral
grandma probably phone aim,sadness
ugh headache just wanna home,worry
horrible lauren arghhh really fancied going tonight looks like day night grrreeaaattt,worry
literally worst dinner tonite tired mediocre food burbs sigh good ice cream,hate
producing 6 anchoring sad goodbye miss lynne ashminov miss,sadness
tis sharonp,neutral
yes hate itsilly boys,hate
end like poor bus driver kinda weird wish today o,sadness
hospital doc says ill live,happiness
im feeling higher mt everest,happiness
time learn language,worry
just downloaded ton stunning beautiful wallpapers wwwinterfaceliftcom look,fun
need cheering,worry
think caught swine flu test tmorow sorry school,worry
oh yea pain went little bit laughing hard good nice,happiness
temporary tattoo totally sad died,worry
finally welcoming new followers amp tweet,surprise
cool photo outside place,neutral
foods barton springs yogurt spot amp oasis perfect day austin,happiness
mmmm looks yummy good seeing u,fun
thanks good morning,neutral
pc just died firewire save photos havent backed mac,worry
says busy,sadness
aw tear feel special da family haha thanks girls love yal,love
time swimming freezing water kalies yeah,fun
did dont,neutral
new project going incredibly im tired today think mondays permanently,happiness
host logies laughed bit really,happiness
wanna come mykas party,neutral
hahah did hear mvp chants atlantas arena right unlike staples,fun
work 95 days kiddos finish,neutral
100 jealous wish,sadness
ultimatum ultimatum matter dress sucks,sadness
gonna sister mount saini shes 24 hours,neutral
sorry weather hopefully youre 23 hour wx delays bwi,worry
bye la miss,worry
just laughed loud bus reading statement ethics people moved away,neutral
happy anniversary hoping best,happiness
lol know,love
good thing having fever feeling cold especially hot weather think im hallucinating lol,fun
raining cute rainboots,surprise
jealous add really wish nicole herebut know shes really doing tweet,worry
failure just ate char siew pao just thought skip dinner nonexistent diet,worry
going bed plans tomorrow just hanging good night people lt3,neutral
dont wanna work tonight,neutral
office great quotstudent roundup eventquot thu fri thank coming great meet yall,worry
dont use heard powershell nice,happiness
2nd breakfast want food lol tweet breakfast youre having loooooolding,neutral
poor pooch,worry
yes did tonight delicious dinner chef geoff chez alogmo hope predeparture,happiness
im thirsty middle night fridge brand new bottle crancherry juice gone fml moment,worry
yucky new throwback pepsi mountain dew plan keeping drinking,sadness
silly right,happiness
fly reno,neutral
original nonyahoo acc deleted got boughtout bad dont receive yahoospam,worry
happy friday weekend tgif,happiness
flipping hairlossgotta doc,worry
thanks chuck,neutral
im feeling nauseous,worry
birthday mothers day favorite day year day dont feel guilty slacking just little aaaahh,relief
depressed ty,sadness
really despair copyright situation visually impaired means dont deserve read sccr18,sadness
39 sorry tend ramble,worry
worse fucking day everrrr tonight better make today,hate
good morning ready start week,happiness
good morning tweetie world great day,neutral
listening new demo song going fantastic,sadness
lol,relief
thats miserable afterparty report,sadness
mum just burned bacon smoke alarms bitch,worry
canï½t stop loosing worst month results bubble times row,sadness
horseback riding,neutral
need pass exams,neutral
united kingdom,neutral
yes check position locations map added,neutral
definitely dont offended im messing various twitter apps strange things happening,worry
working allll weeekend,neutral
exhausted sick face greenish,worry
like weird,neutral
good luck services tomorrow wish guys vacation,love
lakers tomorrow kb df ftw,neutral
hi waking lazy proud 8 btw nice colour burnt,fun
weeps,worry
oooh babies wanna hug,neutral
online shoppingfantastic,happiness
gonna sound really sad amp depressing really really miss uncle sam,sadness
needs new job closer home worth drive,worry
kewl standing rocked,hate
bingley just practisetheproposal scene end endearing,relief
working watching snl,relief
fever 103 awesome tonsils swollen eat solid food location pictures rule,happiness
hey didnt email,surprise
cool baby going ill july,fun
im listening people saying eww current frog disection poor froggy,worry
heading gym group guys used quitwell brandon makes terribly sad,sadness
think just lost job fml,surprise
arent lol hes work miss blah wut cha,worry
day going way fast,worry
just tv canucks game score yaay come vancity baby know believe im watching hockey,happiness
great meet thanks use umbrellai hope ate got sleep,sadness
hope itll quickly possible,worry
know need new iphone stat dropped cement 2 weeks ago couple rows pixels went,neutral
work computer home laptop fucked,sadness
wasnt tryin just remember dad ass late got trouble did,worry
doesnt sound great palmpre,sadness
hmz second popular page governmental site 404 page fail,hate
awesome look im home,love
entered house searching mode yesterday need apartment dï½sseldorf end august temporary,worry
didnt make 1000 smoked shes 60 im 260 thank r u,worry
seriously link plzz,surprise
oops corey saw tweet guess im getting laid tomorrow,worry
sure suprisingly addictive tho just signed months trying resist,surprise
just longest lie thank goodness neck painful today going head y,relief
seen mi abueltia hospital shes doing good,relief
birthdayhappy birthday,happiness
just 100 calorie shortbread cookies handful popcorn breakfast think energy,relief
btw believe awesome newjabbakidz performance wasu masksi screamed pc,happiness
cool thank luv,happiness
gonna nice,worry
cats unimpressed thunderstorm dog wishes come home,neutral
mask whoooops,neutral
yaay din dins ready,love
haha check site got good ones,happiness
alrightim going comp ur party safe amp fun,worry
